"id","TijdstipEpoch","Desc","Image","Latitude","Longitude","Tijdstip","Title"
"1782828807497","1682828807497000",""" Onze eerste pitstop is in Brugge""","Eerste_pitstop.jpg","51.1881651","3.1054935","1682828807497","Eerste pitstop"
"1683890431024","1683890431025",""" Aangekomen bij onze volgende halte: Chester. Dit weekend zijn hier blijkbaar paardenracen aan de gang waardoor de stad bruist met fancy people in fancy clothing (zoals in Oostende). Geen idee wat de indruk was geweest als het hier rustiger was, maar qua architectuur is het hier wel knap. Ook onze middageetplaats is chic.""","Chester.jpg","53.190841","'-2.89889","1683890431025","Chester"
"1683125045559","1683125045559","""  Na een stop bij de Colwith farm distillery, maken we een stop bij golitha falls. Gewoon prachtig. Een aanrader en eentje om samen met de distillery opnieuw te doen.""","Golitha_falls.jpg","50.4937656","'-4.5002643","1683125045559","Golitha falls"
"1684863217983","1684863217983","""Eindelijk een high tea!!! Wel voor een keertje solo want Niko zijn maag heeft het begeven en zit nu full time aan de soep. Goeie kaas, goeie overgang van smaken, dessertje lekker luchtig :) ""","Northumberland_cheese_Company_.jpg","55.087541","'-1.696503","1684863217983","""Northumberland cheese Company """
"1683902659564","1683902659564","""Trip down memmorylane, mijn vaste winkel van 3 jaar terug tijdens mijn internationale stage hier aan Staffordshire university. Wauwing Niko met het reuze assortiment:)""","Stoke-On-Trent_.jpg","53.025557","'-2.1811502","1683902659564","""Stoke-On-Trent """
"1685099466226","1685099466226","""  We zitten in Deal Pier Kitchen! Synne kan eindelijk haar Lobster Roll eten! De laatste POI in Engeland. ""","It_ends_where_it_should_have_begun.jpg","51.2237478","1.4089841","1685099466226","It ends where it should have begun"
"1683829754655","1683829754655",""" Aangekomen op de camping. Terechtgekomen in een typisch engels landschap. Golvende heuvels met bomen, boerenvelden, schaapjes en hier en daar een huisje. Niet ver van de kust, England en Liverpool (Eurosong) vandaan. Foto volgt later vanwege het slechte weer.""","Penisar_Myynyyd_Camping_.jpg","53.2824089","'-3.3613484","1683829754655","""Penisar Myynyyd Camping """
"1683301533256","1683301533256",""" Ontroerend mooi. Nog geen 10 minuten van de kliffen vinden we prachtige watervallen. Het lijkt net een regenwoud, met mos over alle stenen en wortels en bomen. ""","Watersmeet.jpg","51.2297482","'-3.7857833","1683301533256","Watersmeet"
"1684865147268","1684865147268","""  Newcastle is een beetje Antwerpen/Sint-Niklaas in het groot. Niet superveel te bezien buiten wat oude kerken. Vooral gericht op shoppen, shoppen, shoppen. En wat eten en drinken natuurlijk. Sfeertje was vooral consumptie-gericht. ""","Newcastle_.jpg","54.96605","'-1.594202","1684865147268","""Newcastle """
"1683801724980","1683801724980",""" De Blue lake lagoon hebben we niet gedaan wegens te stijl om er te geraken. Dus heeft onze camping host naar deze twee mooie meren gestuurd, niet ver van onze camping. Moeilijke wegen leiden naar mooie plekken. ""","Cregennan_Lake.jpg","52.7071468","'-3.984505","1683801724980","Cregennan Lake"
"1684865482735","1684865482735",""" Slechte wifi, slechte ondergrond, weinig faciliteiten dus duidelijk een passtrough plaats.\nDus de foto's komen later. ""","The_New_Inn.jpg","54.2899862","'-0.8415539","1684865482735","The New Inn"
"1684508389528","1684508389528","""  Via de Kirkstone pass zijn we in Windermere beland, stad(je) van de maakster van Peter Rabbit: Beatrix Potter! De attraction zijn we niet gaan doen, wel de shop. Voor de rest is er niet veel benoemingswaardig in Windermere, buiten het meer zelf. ""","Windermere_&_Beatrix_Potter.jpg","54.365985","'-2.919472","1684508389528","Windermere & Beatrix Potter"
"1683721481000","1683721481000","""Pinguins! We hebben een cruise gepakt naar het Skomer en achterliggende eilanden, allemaal met vikingnamen. Dat is de thuis basis van de kleine, fladderende Puffin, een pinguïn soort. Wel een cuties.""","Puffin_Island_.jpg","51.737116","'-5.305023","1683721481000","""Puffin Island """
"1682856487163","1682856487163",""" Eindelijk eten. We zijn gestopt in Deal, dat sommigen van de familie wel zullen kennen. Met een tussenstop aan Walmer. Maar het is er overal druk. Alles volgeboekt, zelfs het restaurant zan de pier. En met veel hondjes en mensen, niet gemakkelijk. Maar we hebben eten nu! En eerste keer links rijden (terug), ook niet gemakkelijk.""","Onze_eerste_Engelse_maaltijd.jpg","51.2230536","1.4045345","1682856487163","Onze eerste Engelse maaltijd"
"1685029861931","1685029861931","""  Onze laatste verblijfplaats in Engeland. De lange rit is uiteindelijk goed meegevallen. We (en vooral Quinn) is blij eens tussen 4 muren te zitten en met een goed bed. Een ook een tuintje. ""","Rob_Roy's_Guest_House_.jpg","51.0888211","1.1885572","1685029861931","""Rob Roy's Guest House """
"1683551462349","1683551462349","""Na een natte nat en ochtend hebben we besloten bij onze volgende camping voor iets droger te gaan. Een podje zodat alles en iedereen wat minder zijk is. Want de volgende dagen is het veel onderweg zijn, want dan is Wales aan de beurt. Het is hier een veel vlakker landschap dan waar we al geweest zijn, maar wel met aangename wegen. ""","Evesham_camping_.jpg","52.1220846","'-1.9439378","1683551462349","""Evesham camping """
"1684077726163","1684077726163",""" Eerste keer dat we niet enthousiast over iets waren. Derwent Valley is een door mens aangemaakt meer (met dammen). Dat merk je aangezien het pad errond vrij eentonig (Belgisch) is. Ook de parking en het lange wandelen van de parking laat te wensen over. ""","Derwent_Valley_.jpg","53.375612","'-1.709514","1684077726163","""Derwent Valley """
"1682960246410","1682960246410","Needing some food and last trip of the evening. Happend upon a field full of loose dogs playing around with Quinn in the middle of it all. Een snelle trip naar tesco en bezichtiging van het stadje.","Salisbury_.jpg","51.0695318","'-1.796462","1682960246410","""Salisbury """
"1685090517227","1685090517228","""  Daar in de verte,waar je de schaduw van de boot tegen de horizon afgetekend ziet moeten we morgen zijn. ""","Terugreis_in_zicht.jpg","51.0881716","1.2009893","1685090517228","Terugreis in zicht"
"1683742156294","1683742156294",""" Na een lange dag langs de kust komen we langst de bergranden van het national park van Snowdonia. Vanop onze camping zien we in de verte de witte huizen van een kustdorpje in de buurt. Maar rechts van ons loemen de in midt gehulde toppen van de Snowdonia bergen. We worden ook opgegeten door kleine ambetante muggen. ""","Ghartyfog.jpg","52.7056636","'-4.0205637","1683742156294","Ghartyfog"
"1684696836118","1684696836118","""  De muur van Hadrianus! Na de teleurstellende ruïnes gingen we op zoek naar een (bijna) gratis gedeelte van de muur en die hebben we gevonden! We kwamen er Amerikanen tegen die vanuit Schotland een roadtrip aan het doen zijn. Zelfs Quinn voelde zich een Romeinse wacht en keek over de muur heen naar vijanden uit het Noorden (als ze goed door de bomen keek toch). ""","Hadrians_Wall.jpg","54.985754","'-2.514831","1684696836118","Hadrians Wall"
"1685021592777","1685021592777","""We hadden het niet gedacht, maar dag Londen!\nVlotte rit en juist alle knelpunt momenten vermeden :) ""","En_route.jpg","51.6613017","0.1102583","1685021592777","En route"
"1683487455979","1683487455979","""Na een tripje bij Glastonbury, houden we halt bij the Crowns Inn. We doen Quinn een jasje aan dat we in Glastonbury hadden gekocht, want het koelt hier snel af.""","The_Crowns_Inn.jpg","51.3761953","'-1.9478662","1683487455979","The Crowns Inn"
"1684077918665","1684077918665","""Na ons uitstapje naar Derwent Valley kwamen we een secret garden cafe tegen voor honden. Toen we uitstapten zaten we in een pittoresk dorp met allerlei leuke winkels, cafés en restaurants. Ook zeer veel fish en chips en een goeie wine and cheese winkel. Ook zeer veel doggies (maar heel veel, bijna zoveel als dat er mensen waren). Een toch nog leuke en onverwachte ontdekking op ons dagje uit. ""","Bakewell.jpg","53.211744","'-1.66717","1684077918665","Bakewell"
"1683111210578","1683111210578",""" Lord of the rings landschappen!!! Uitgerekte vlaktes, cobblestone walls, smalle weggetjes en koeien. En koeien op de weg.""","Bodmin_moors.jpg","50.5343362","'-4.6331742","1683111210578","Bodmin moors"
"1683391710046","1683391710046","""Op onze weg terug naar de distillery voor extra lekkers te gaan halen, hebben we een hongerige pitstop in Tavistock gemaakt. Het stad(je) dat zowat het centrum is voor de locatie waar wij zitten met onze camping. We dachten dat het markt was, maar ze vierden er coronation day, de kroning. Een heel groot gebeuren hier in Engeland.""","Coronation_day_in_Tavistock.jpg","50.5487032","'-4.2157575","1683391710046","Coronation day in Tavistock"
"1683214545420","1683214545420",""" Na een bochtige, glijdende maar mooie met een natte Synne (van de regen, niet van het zweet) zijn we in een lokaal, pittoresk pubje. Nog een een beetje aan het druppen, maar we zitten droog en een beetje warm.""","The_Royal_Oak_pub.jpg","50.4864175","'-4.0584186","1683214545420","The Royal Oak pub"
"1684160031417","1684160031417",""" Het stadje wordt getyppeerd door een leuke maar stijle weg langst koddige winkels. ""","Haworth.jpg","53.8303752","'-1.9482409","1684160031417","Haworth"
"1684508545610","1684508545610",""" Watervallen! Deze keer groter, maar ook toeristischer. Je kan er niet super gemakkelijk dichtbij, wat een bummer is voor Quinn die dorst had. ""","Stock_Ghyll_Force.jpg","54.432416","'-2.950773","1684508545610","Stock Ghyll Force"
"1682939218366","1682939218367","""  We zitten in een cafe dat dateert van 1002. Iets minder hondvriendelijk aan de hoofdstraat, maar voor de rest is het leuk. Je hebt mooie parkjes, kan door en onder de gewelven van de kathedraal wandelen en heb echt authentieke middeleeuwse huizen. Een aanrader voor een kort dagje citytrippen. ""","Winchester.jpg","51.06318","'-1.3157649","1682939218367","Winchester"
"1684696417372","1684696417372",""" We wilden vandaag de romeinse muur van Hadrianus bezichtigen. We zijn via een boekje terechtgekomen bij Chester Gate. We hadden al 3£ betaald voor de parking toen we zagen dat het £11 per volwassene was. We zijn naar binnen gegaan en zagen een paar ruïnes met bordjes met uitleg erop. Er was ook een museum met wat zaken uitgestald. Het was cava, alleen veel te duur voor wat het was. ""","Chester_Gate.jpg","55.028366","'-2.137667","1684696417372","Chester Gate"
"1683644567882","1683644567882","""  Supermooie locatie in Wales. Riviertjes, watervallen, bergen, valleien. Superpracthtig.""","Brecon_Beacons.jpg","51.9066461","'-3.4488019","1683644567882","Brecon Beacons"
"1683637766500","1683637766501",""" We zitten in Hay-on-Wye, een klein stadje vol met boekenwinkels. Maar echt vol. Na een wandeling langst de rivier en het stadscentrum moesten we schuilen in een boekensteegje voor het onweer.""","Bookcity.jpg","52.0773746","'-3.1252055","1683637766501","Bookcity"
"1683463123641","1683463123641","""De mossige bomen hebben we achter ons gelaten en zijn in een met salie gedrenkte geur belande stadje terecht gekomen. Het is magisch, letterlijk en figuurlijk. Overal leuk uitziende shopjes, allemaal met een of andere mystieke sfeer. En Quinn heeft een jasje gekregen voor 's nachts. ""","Glastonbury_.jpg","51.1486686","'-2.7223289","1683463123641","""Glastonbury """
"1683893552006","1683893552006","""Een zalige pub/taverne ontdekt, beetje verstopt in een steegje maar met heerlijke cocktails en eten waar aan hun naam. Enjoy the view cause you can't have the Taste!""","The_Bottanist_.jpg","53.1910948","'-2.890403","1683893552006","""The Bottanist """
"1684934467226","1684934467226","""  Kermis aan de kust. Toch het zuidelijk gedeelte. Het noordelijk gedeelte is leuk en rustig, terwijl de andere kant druk en kermisachtig is. Ook het kasteeltje is wel leuk. ""","Scaborough.jpg","54.2817146","'-0.4057213","1684934467226","Scaborough"
"1683298428164","1683298428164",""" De naam zou uit een film kunnen komen en het uitzicht zeker. Steile rotsachtige kliffen, met angstvallige dieptes, recht de zee in. Quinn kort aan de lijn houden was nodig en gelukkig geen hondjes op het pad dat we zijn tegengekomen. Maar het is geweldig. ""","Valley_of_the_rocks.jpg","51.2304834","'-3.8452473","1683298428164","Valley of the rocks"
"1682856485617","1682856485617",""" Eindelijk eten. We zijn gestopt in Deal, dat sommigen van de familie wel zullen kennen. Met een tussenstop aan Walmer. Maar het is er overal druk. Alles volgeboekt, zelfs het restaurant zan de pier. En met veel hondjes en mensen, niet gemakkelijk. Maar we hebben eten nu! En eerste keer links rijden (terug), ook niet gemakkelijk.""","Onze_eerste_Engelse_maaltijd.jpg","51.223057","1.4045372","1682856485617","Onze eerste Engelse maaltijd"
"1682865652487","1682865652487",""" Na Deal gaan we naar een andere bekende locatie. Canterbury. We zijn de grote boekwinkel binnen gegaan, waar Quin zelfs een snackie kreeg van iemand van de winkel. ""","Down_in_memory_lane.jpg","51.2771988","1.0806095","1682865652487","Down in memory lane"
"1683128973455","1683128973455","""  Onze zoektocht heeft ons naar een ons verborgen pareltje geleid. Looe'.s. Een pittoresk visserdorp aan de kust. ""","Search_for_fish_food.jpg","50.3552134","'-4.4545904","1683128973455","Search for fish food"
